%Cavity1 Size=	0,000000E+0	mm
%f	alpha	Re(R)	Im(R)	Re(Zs/Zo)	Im(Zs/Zo)
3,248437E+3	8,917170E-1	2,884874E-1	-1,582972E-1	1,678342E+0	-5,958770E-1
3,250000E+3	8,913816E-1	2,885980E-1	-1,591527E-1	1,677350E+0	-5,989686E-1
3,251562E+3	8,915880E-1	2,876956E-1	-1,601351E-1	1,672708E+0	-6,008586E-1
3,253125E+3	8,914277E-1	2,875636E-1	-1,608708E-1	1,671077E+0	-6,031393E-1
3,254687E+3	8,914205E-1	2,875451E-1	-1,609263E-1	1,670925E+0	-6,032972E-1
3,256250E+3	8,916495E-1	2,866997E-1	-1,617213E-1	1,666787E+0	-6,046211E-1
3,257812E+3	8,914075E-1	2,869129E-1	-1,620908E-1	1,666909E+0	-6,062114E-1
3,259375E+3	8,914289E-1	2,863623E-1	-1,629960E-1	1,663590E+0	-6,083683E-1
3,260937E+3	8,914074E-1	2,860307E-1	-1,636431E-1	1,661427E+0	-6,100040E-1
3,262500E+3	8,917891E-1	2,851574E-1	-1,640007E-1	1,657920E+0	-6,097857E-1
3,264062E+3	8,915490E-1	2,852296E-1	-1,646058E-1	1,657180E+0	-6,119267E-1
3,265625E+3	8,917628E-1	2,847975E-1	-1,647044E-1	1,655576E+0	-6,115542E-1
3,267187E+3	8,916215E-1	2,843420E-1	-1,659161E-1	1,652086E+0	-6,148518E-1
3,268750E+3	8,914585E-1	2,840947E-1	-1,668283E-1	1,649774E+0	-6,174799E-1
3,270312E+3	8,916367E-1	2,835339E-1	-1,672478E-1	1,647227E+0	-6,179536E-1
3,271875E+3	8,914407E-1	2,834326E-1	-1,680037E-1	1,645654E+0	-6,202899E-1
3,273437E+3	8,914438E-1	2,830852E-1	-1,685793E-1	1,643560E+0	-6,216214E-1
3,275000E+3	8,911692E-1	2,829721E-1	-1,695808E-1	1,641538E+0	-6,247372E-1
3,276562E+3	8,910483E-1	2,826995E-1	-1,703898E-1	1,639304E+0	-6,269486E-1
3,278125E+3	8,910420E-1	2,824493E-1	-1,708227E-1	1,637766E+0	-6,279562E-1
3,279687E+3	8,910987E-1	2,818116E-1	-1,717076E-1	1,634210E+0	-6,297983E-1
3,281250E+3	8,912032E-1	2,812950E-1	-1,722497E-1	1,631622E+0	-6,307122E-1
3,282812E+3	8,914021E-1	2,805383E-1	-1,729050E-1	1,628068E+0	-6,315919E-1
3,284375E+3	8,911961E-1	2,806825E-1	-1,732663E-1	1,627937E+0	-6,330070E-1
3,285937E+3	8,911832E-1	2,801703E-1	-1,741303E-1	1,624835E+0	-6,349603E-1
3,287500E+3	8,909668E-1	2,799596E-1	-1,750880E-1	1,622554E+0	-6,377111E-1
3,289062E+3	8,907841E-1	2,800851E-1	-1,754089E-1	1,622422E+0	-6,389590E-1
3,290625E+3	8,908276E-1	2,795693E-1	-1,761061E-1	1,619587E+0	-6,403466E-1
3,292187E+3	8,909430E-1	2,787597E-1	-1,770594E-1	1,615380E+0	-6,420575E-1
3,293750E+3	8,912742E-1	2,781138E-1	-1,771398E-1	1,613171E+0	-6,412322E-1
3,295312E+3	8,912218E-1	2,776581E-1	-1,780006E-1	1,610267E+0	-6,432260E-1
3,296875E+3	8,911727E-1	2,773341E-1	-1,786425E-1	1,608153E+0	-6,447335E-1
3,298437E+3	8,910739E-1	2,773760E-1	-1,788538E-1	1,607931E+0	-6,454787E-1
3,300000E+3	8,911047E-1	2,766043E-1	-1,799594E-1	1,603610E+0	-6,477010E-1
3,301562E+3	8,910924E-1	2,761152E-1	-1,807428E-1	1,600735E+0	-6,493631E-1
3,303125E+3	8,909111E-1	2,761878E-1	-1,811332E-1	1,600305E+0	-6,507234E-1
3,304687E+3	8,909964E-1	2,757548E-1	-1,815569E-1	1,598217E+0	-6,513321E-1
3,306250E+3	8,910165E-1	2,753575E-1	-1,821036E-1	1,596036E+0	-6,523871E-1
3,307812E+3	8,905888E-1	2,751658E-1	-1,835618E-1	1,592956E+0	-6,566573E-1
3,309375E+3	8,904269E-1	2,749671E-1	-1,842992E-1	1,591074E+0	-6,586363E-1
3,310937E+3	8,905923E-1	2,746083E-1	-1,843853E-1	1,589801E+0	-6,582944E-1
3,312500E+3	8,906414E-1	2,737521E-1	-1,855218E-1	1,585182E+0	-6,603913E-1
3,314062E+3	8,909870E-1	2,730876E-1	-1,855699E-1	1,583026E+0	-6,594081E-1
3,315625E+3	8,906784E-1	2,731681E-1	-1,862814E-1	1,582063E+0	-6,617630E-1
3,317187E+3	8,906786E-1	2,728102E-1	-1,868046E-1	1,580055E+0	-6,627791E-1
3,318750E+3	8,906875E-1	2,723591E-1	-1,874379E-1	1,577571E+0	-6,639738E-1
3,320312E+3	8,905658E-1	2,719521E-1	-1,883514E-1	1,574745E+0	-6,661056E-1
3,321875E+3	8,906361E-1	2,714702E-1	-1,888593E-1	1,572385E+0	-6,668484E-1
3,323437E+3	8,905611E-1	2,710798E-1	-1,896172E-1	1,569881E+0	-6,685143E-1
3,325000E+3	8,906223E-1	2,705981E-1	-1,901431E-1	1,567496E+0	-6,693041E-1
3,326562E+3	8,907213E-1	2,701338E-1	-1,905425E-1	1,565385E+0	-6,697321E-1
3,328125E+3	8,905939E-1	2,699698E-1	-1,911084E-1	1,563909E+0	-6,711839E-1
3,329687E+3	8,903408E-1	2,696219E-1	-1,922582E-1	1,560864E+0	-6,740988E-1
3,331250E+3	8,899043E-1	2,696971E-1	-1,932852E-1	1,559317E+0	-6,773602E-1
3,332812E+3	8,901398E-1	2,689615E-1	-1,937005E-1	1,556360E+0	-6,773488E-1
3,334375E+3	8,904584E-1	2,681897E-1	-1,939483E-1	1,553588E+0	-6,767658E-1
3,335937E+3	8,905472E-1	2,676427E-1	-1,944741E-1	1,551024E+0	-6,774127E-1
3,337500E+3	8,902839E-1	2,674612E-1	-1,953985E-1	1,548875E+0	-6,798910E-1
3,339062E+3	8,905203E-1	2,668603E-1	-1,956152E-1	1,546689E+0	-6,795036E-1
3,340625E+3	8,903972E-1	2,665355E-1	-1,963710E-1	1,544403E+0	-6,812149E-1
3,342187E+3	8,904527E-1	2,664299E-1	-1,963733E-1	1,544082E+0	-6,810387E-1
3,343750E+3	8,904496E-1	2,657898E-1	-1,972466E-1	1,540648E+0	-6,825485E-1
3,345312E+3	8,905704E-1	2,649640E-1	-1,980496E-1	1,536787E+0	-6,835171E-1
3,346875E+3	8,906638E-1	2,641724E-1	-1,988695E-1	1,533007E+0	-6,845869E-1
3,348437E+3	8,903173E-1	2,642291E-1	-1,996638E-1	1,531796E+0	-6,870455E-1
3,350000E+3	8,901665E-1	2,641999E-1	-2,000796E-1	1,530986E+0	-6,882287E-1
3,351562E+3	8,902680E-1	2,636975E-1	-2,004884E-1	1,528785E+0	-6,885650E-1
3,353125E+3	8,903130E-1	2,628921E-1	-2,014317E-1	1,524762E+0	-6,899493E-1
3,354687E+3	8,904467E-1	2,623464E-1	-2,018110E-1	1,522494E+0	-6,901168E-1
3,356250E+3	8,905468E-1	2,619032E-1	-2,021384E-1	1,520621E+0	-6,903082E-1
3,357812E+3	8,905086E-1	2,617202E-1	-2,024695E-1	1,519507E+0	-6,909620E-1
3,359375E+3	8,903510E-1	2,610709E-1	-2,036934E-1	1,515472E+0	-6,934157E-1
3,360937E+3	8,901080E-1	2,606898E-1	-2,047750E-1	1,512471E+0	-6,959072E-1
3,362500E+3	8,899802E-1	2,605485E-1	-2,052664E-1	1,511200E+0	-6,970909E-1
3,364062E+3	8,898592E-1	2,604697E-1	-2,056608E-1	1,510280E+0	-6,981001E-1
3,365625E+3	8,897260E-1	2,601222E-1	-2,064231E-1	1,507934E+0	-6,997040E-1
3,367187E+3	8,902677E-1	2,591414E-1	-2,063444E-1	1,505230E+0	-6,977583E-1
3,368750E+3	8,905880E-1	2,580399E-1	-2,069478E-1	1,500994E+0	-6,975782E-1
3,370312E+3	8,903523E-1	2,574644E-1	-2,082301E-1	1,497098E+0	-7,002640E-1
3,371875E+3	8,902275E-1	2,570650E-1	-2,090218E-1	1,494567E+0	-7,018364E-1
3,373437E+3	8,901334E-1	2,571434E-1	-2,091504E-1	1,494566E+0	-7,023423E-1
3,375000E+3	8,898906E-1	2,571150E-1	-2,097648E-1	1,493407E+0	-7,040512E-1
3,376562E+3	8,898528E-1	2,566089E-1	-2,104734E-1	1,490717E+0	-7,051869E-1
3,378125E+3	8,898872E-1	2,561542E-1	-2,109451E-1	1,488593E+0	-7,057328E-1
3,379687E+3	8,902341E-1	2,554107E-1	-2,110242E-1	1,486338E+0	-7,046538E-1
3,381250E+3	8,904109E-1	2,543994E-1	-2,118254E-1	1,482066E+0	-7,051561E-1
3,382812E+3	8,901481E-1	2,541025E-1	-2,128000E-1	1,479519E+0	-7,073915E-1
3,384375E+3	8,900880E-1	2,537044E-1	-2,134153E-1	1,477317E+0	-7,084286E-1
3,385937E+3	8,901106E-1	2,534631E-1	-2,136489E-1	1,476227E+0	-7,086632E-1
3,387500E+3	8,900864E-1	2,531457E-1	-2,140814E-1	1,474575E+0	-7,093226E-1
3,389062E+3	8,900720E-1	2,526860E-1	-2,146573E-1	1,472274E+0	-7,101322E-1
3,390625E+3	8,897572E-1	2,525171E-1	-2,155874E-1	1,470166E+0	-7,124399E-1
3,392187E+3	8,896435E-1	2,518911E-1	-2,165811E-1	1,466668E+0	-7,141123E-1
3,393750E+3	8,901508E-1	2,509248E-1	-2,165317E-1	1,464065E+0	-7,122756E-1
3,395312E+3	8,906404E-1	2,499575E-1	-2,165198E-1	1,461397E+0	-7,105479E-1
3,396875E+3	8,898688E-1	2,505002E-1	-2,176714E-1	1,460883E+0	-7,146950E-1
3,398437E+3	8,896397E-1	2,497235E-1	-2,190857E-1	1,456245E+0	-7,172397E-1
3,400000E+3	8,898134E-1	2,492021E-1	-2,192827E-1	1,454461E+0	-7,168652E-1
3,401562E+3	8,902229E-1	2,483574E-1	-2,193074E-1	1,452092E+0	-7,154490E-1
3,403125E+3	8,902465E-1	2,481222E-1	-2,195196E-1	1,451073E+0	-7,156196E-1
3,404687E+3	8,901248E-1	2,475785E-1	-2,204090E-1	1,448021E+0	-7,171058E-1
3,406250E+3	8,900711E-1	2,468055E-1	-2,213954E-1	1,444175E+0	-7,184456E-1
3,407812E+3	8,899558E-1	2,463759E-1	-2,221332E-1	1,441708E+0	-7,197016E-1
3,409375E+3	8,897736E-1	2,465893E-1	-2,223063E-1	1,441985E+0	-7,205481E-1
3,410937E+3	8,903847E-1	2,453200E-1	-2,223363E-1	1,438482E+0	-7,184011E-1
3,412500E+3	8,903328E-1	2,448378E-1	-2,229836E-1	1,436040E+0	-7,193116E-1
3,414062E+3	8,902062E-1	2,444459E-1	-2,236961E-1	1,433731E+0	-7,205522E-1
3,415625E+3	8,903574E-1	2,437732E-1	-2,240921E-1	1,431221E+0	-7,204419E-1
3,417187E+3	8,903792E-1	2,433620E-1	-2,244900E-1	1,429417E+0	-7,207936E-1
3,418750E+3	8,908206E-1	2,420688E-1	-2,249046E-1	1,425218E+0	-7,196467E-1
3,420312E+3	8,906956E-1	2,418022E-1	-2,254687E-1	1,423519E+0	-7,206925E-1
3,421875E+3	8,900445E-1	2,418019E-1	-2,269083E-1	1,420998E+0	-7,245396E-1
3,423437E+3	8,899919E-1	2,416234E-1	-2,272141E-1	1,419985E+0	-7,250419E-1
3,425000E+3	8,900633E-1	2,407166E-1	-2,280181E-1	1,416163E+0	-7,255903E-1
3,426562E+3	8,903336E-1	2,404441E-1	-2,277127E-1	1,415974E+0	-7,243021E-1
3,428125E+3	8,904325E-1	2,394135E-1	-2,285797E-1	1,411726E+0	-7,247979E-1
3,429687E+3	8,901041E-1	2,393912E-1	-2,293203E-1	1,410371E+0	-7,267165E-1
3,431250E+3	8,900337E-1	2,391095E-1	-2,297672E-1	1,408845E+0	-7,274022E-1
3,432812E+3	8,901804E-1	2,380424E-1	-2,305545E-1	1,404658E+0	-7,276057E-1
3,434375E+3	8,903683E-1	2,375966E-1	-2,306069E-1	1,403396E+0	-7,269638E-1
3,435937E+3	8,902501E-1	2,375008E-1	-2,309616E-1	1,402524E+0	-7,277266E-1
3,437500E+3	8,900676E-1	2,369050E-1	-2,319664E-1	1,399208E+0	-7,293138E-1
3,439062E+3	8,904016E-1	2,363366E-1	-2,318264E-1	1,397968E+0	-7,279547E-1
3,440625E+3	8,902510E-1	2,354303E-1	-2,330698E-1	1,393438E+0	-7,296103E-1
3,442187E+3	8,902365E-1	2,351679E-1	-2,333658E-1	1,392239E+0	-7,299208E-1
3,443750E+3	8,905345E-1	2,344639E-1	-2,334357E-1	1,390292E+0	-7,288740E-1
3,445312E+3	8,905628E-1	2,337996E-1	-2,340406E-1	1,387519E+0	-7,292824E-1
3,446875E+3	8,906971E-1	2,328003E-1	-2,347486E-1	1,383710E+0	-7,293702E-1
3,448437E+3	8,905517E-1	2,324554E-1	-2,353991E-1	1,381691E+0	-7,304436E-1
3,450000E+3	8,906352E-1	2,315894E-1	-2,360745E-1	1,378295E+0	-7,306704E-1
3,451562E+3	8,905210E-1	2,317798E-1	-2,361296E-1	1,378687E+0	-7,311423E-1
3,453125E+3	8,904409E-1	2,313548E-1	-2,367151E-1	1,376581E+0	-7,319016E-1
3,454687E+3	8,906324E-1	2,304866E-1	-2,371572E-1	1,373597E+0	-7,315212E-1
3,456250E+3	8,908211E-1	2,301174E-1	-2,371178E-1	1,372724E+0	-7,307804E-1
3,457812E+3	8,905839E-1	2,297301E-1	-2,379919E-1	1,370222E+0	-7,323326E-1
3,459375E+3	8,903026E-1	2,288759E-1	-2,394018E-1	1,365609E+0	-7,344225E-1
3,460937E+3	8,908004E-1	2,281998E-1	-2,390071E-1	1,364584E+0	-7,322523E-1
3,462500E+3	8,908233E-1	2,270489E-1	-2,400532E-1	1,359872E+0	-7,328984E-1
3,464062E+3	8,906058E-1	2,272614E-1	-2,403050E-1	1,359970E+0	-7,338998E-1
3,465625E+3	8,905783E-1	2,264834E-1	-2,410953E-1	1,356648E+0	-7,345373E-1
3,467187E+3	8,906989E-1	2,257560E-1	-2,415270E-1	1,354080E+0	-7,343601E-1
3,468750E+3	8,907106E-1	2,252969E-1	-2,419312E-1	1,352234E+0	-7,345766E-1
3,470312E+3	8,906539E-1	2,247326E-1	-2,425723E-1	1,349719E+0	-7,352003E-1
3,471875E+3	8,908773E-1	2,242971E-1	-2,425150E-1	1,348734E+0	-7,343059E-1
3,473437E+3	8,909618E-1	2,238917E-1	-2,427154E-1	1,347380E+0	-7,341053E-1
3,475000E+3	8,911278E-1	2,228069E-1	-2,433707E-1	1,343560E+0	-7,338637E-1
3,476562E+3	8,904710E-1	2,231119E-1	-2,444384E-1	1,342475E+0	-7,370313E-1
3,478125E+3	8,905009E-1	2,223654E-1	-2,450566E-1	1,339566E+0	-7,372692E-1
3,479687E+3	8,915496E-1	2,207360E-1	-2,443891E-1	1,336699E+0	-7,328245E-1
3,481250E+3	8,914196E-1	2,196292E-1	-2,456489E-1	1,331825E+0	-7,340231E-1
3,482812E+3	8,909965E-1	2,198660E-1	-2,462975E-1	1,331293E+0	-7,360166E-1
3,484375E+3	8,910585E-1	2,197991E-1	-2,462312E-1	1,331243E+0	-7,357397E-1
3,485937E+3	8,909910E-1	2,192439E-1	-2,468625E-1	1,328804E+0	-7,363302E-1
3,487500E+3	8,911071E-1	2,188928E-1	-2,469389E-1	1,327816E+0	-7,359148E-1
3,489062E+3	8,911204E-1	2,182238E-1	-2,475035E-1	1,325220E+0	-7,361443E-1
3,490625E+3	8,915843E-1	2,171717E-1	-2,474917E-1	1,322684E+0	-7,343181E-1
3,492187E+3	8,911419E-1	2,169398E-1	-2,485865E-1	1,320252E+0	-7,365761E-1
3,493750E+3	8,913769E-1	2,162324E-1	-2,487300E-1	1,318296E+0	-7,357153E-1
3,495312E+3	8,917255E-1	2,152969E-1	-2,488408E-1	1,315849E+0	-7,343894E-1
3,496875E+3	8,912733E-1	2,149430E-1	-2,500525E-1	1,312934E+0	-7,367043E-1
3,498437E+3	8,910553E-1	2,143379E-1	-2,510060E-1	1,309857E+0	-7,379611E-1
3,500000E+3	8,911233E-1	2,138199E-1	-2,513120E-1	1,308096E+0	-7,378110E-1
3,501562E+3	8,910937E-1	2,135462E-1	-2,516035E-1	1,306946E+0	-7,380417E-1
3,503125E+3	8,914971E-1	2,122412E-1	-2,519058E-1	1,303320E+0	-7,365446E-1
3,504687E+3	8,913971E-1	2,120060E-1	-2,523020E-1	1,302088E+0	-7,370885E-1
3,506250E+3	8,915758E-1	2,111293E-1	-2,526829E-1	1,299359E+0	-7,365071E-1
3,507812E+3	8,916588E-1	2,104927E-1	-2,530494E-1	1,297230E+0	-7,362981E-1
3,509375E+3	8,915752E-1	2,094577E-1	-2,540715E-1	1,293057E+0	-7,369630E-1
3,510937E+3	8,911286E-1	2,093777E-1	-2,550145E-1	1,291274E+0	-7,390483E-1
3,512500E+3	8,909176E-1	2,096877E-1	-2,551734E-1	1,291733E+0	-7,399473E-1
3,514062E+3	8,917080E-1	2,082660E-1	-2,547886E-1	1,289043E+0	-7,366389E-1
3,515625E+3	8,915280E-1	2,081767E-1	-2,552146E-1	1,288114E+0	-7,374880E-1
3,517187E+3	8,914193E-1	2,081512E-1	-2,554482E-1	1,287660E+0	-7,379928E-1
3,518750E+3	8,916648E-1	2,072765E-1	-2,556788E-1	1,285223E+0	-7,370579E-1
3,520312E+3	8,918086E-1	2,061833E-1	-2,562807E-1	1,281657E+0	-7,366243E-1
3,521875E+3	8,920203E-1	2,057481E-1	-2,562176E-1	1,280748E+0	-7,357463E-1
3,523437E+3	8,924807E-1	2,046340E-1	-2,562113E-1	1,278166E+0	-7,338656E-1
3,525000E+3	8,923023E-1	2,037516E-1	-2,572606E-1	1,274363E+0	-7,348261E-1
3,526562E+3	8,921780E-1	2,034772E-1	-2,577188E-1	1,272963E+0	-7,354280E-1
3,528125E+3	8,921941E-1	2,025849E-1	-2,583898E-1	1,269781E+0	-7,354869E-1
3,529687E+3	8,922862E-1	2,019699E-1	-2,586927E-1	1,267859E+0	-7,351585E-1
3,531250E+3	8,924469E-1	2,012942E-1	-2,589087E-1	1,265946E+0	-7,345295E-1
3,532812E+3	8,924020E-1	2,012922E-1	-2,589969E-1	1,265794E+0	-7,347289E-1
3,534375E+3	8,921722E-1	2,006710E-1	-2,599211E-1	1,262831E+0	-7,358140E-1
3,535937E+3	8,925080E-1	1,997203E-1	-2,600073E-1	1,260513E+0	-7,344305E-1
3,537500E+3	8,923578E-1	1,997993E-1	-2,602354E-1	1,260315E+0	-7,350828E-1
3,539062E+3	8,929287E-1	1,985782E-1	-2,600731E-1	1,257797E+0	-7,326880E-1
3,540625E+3	8,923445E-1	1,980296E-1	-2,616099E-1	1,254004E+0	-7,352762E-1
3,542187E+3	8,925263E-1	1,976777E-1	-2,615287E-1	1,253340E+0	-7,345091E-1
3,543750E+3	8,926469E-1	1,967551E-1	-2,619934E-1	1,250481E+0	-7,340366E-1
3,545312E+3	8,924697E-1	1,965816E-1	-2,624614E-1	1,249315E+0	-7,348082E-1
3,546875E+3	8,928545E-1	1,963700E-1	-2,618860E-1	1,249787E+0	-7,331580E-1
3,548437E+3	8,929355E-1	1,954781E-1	-2,623982E-1	1,246928E+0	-7,328449E-1
3,550000E+3	8,923451E-1	1,954552E-1	-2,635378E-1	1,244997E+0	-7,353746E-1
3,551562E+3	8,924285E-1	1,948638E-1	-2,638173E-1	1,243207E+0	-7,350269E-1
3,553125E+3	8,926629E-1	1,929185E-1	-2,648009E-1	1,237232E+0	-7,340288E-1
3,554687E+3	8,931529E-1	1,917840E-1	-2,646998E-1	1,234866E+0	-7,319437E-1
3,556250E+3	8,928857E-1	1,916322E-1	-2,653139E-1	1,233523E+0	-7,330631E-1
3,557812E+3	8,929895E-1	1,917354E-1	-2,650434E-1	1,234196E+0	-7,326300E-1
3,559375E+3	8,932873E-1	1,905702E-1	-2,653218E-1	1,231149E+0	-7,313449E-1
3,560937E+3	8,926958E-1	1,903670E-1	-2,665794E-1	1,228644E+0	-7,338022E-1
3,562500E+3	8,931672E-1	1,891523E-1	-2,665599E-1	1,225989E+0	-7,317766E-1
3,564062E+3	8,926950E-1	1,888711E-1	-2,676428E-1	1,223603E+0	-7,337075E-1
3,565625E+3	8,928984E-1	1,882249E-1	-2,677180E-1	1,222058E+0	-7,328198E-1
3,567187E+3	8,932680E-1	1,876544E-1	-2,674281E-1	1,221274E+0	-7,312541E-1
3,568750E+3	8,934047E-1	1,864945E-1	-2,679833E-1	1,217826E+0	-7,305918E-1
3,570312E+3	8,930092E-1	1,870416E-1	-2,683399E-1	1,218447E+0	-7,322611E-1
3,571875E+3	8,938536E-1	1,854171E-1	-2,678935E-1	1,215611E+0	-7,286523E-1
3,573437E+3	8,938942E-1	1,850010E-1	-2,681053E-1	1,214359E+0	-7,284442E-1
3,575000E+3	8,934907E-1	1,845777E-1	-2,691476E-1	1,211753E+0	-7,300363E-1
3,576562E+3	8,930606E-1	1,836766E-1	-2,705592E-1	1,207514E+0	-7,316504E-1
3,578125E+3	8,935298E-1	1,832500E-1	-2,699809E-1	1,207521E+0	-7,297074E-1
3,579687E+3	8,936920E-1	1,824159E-1	-2,702452E-1	1,205287E+0	-7,289383E-1
3,581250E+3	8,931120E-1	1,821713E-1	-2,714804E-1	1,202771E+0	-7,312157E-1
3,582812E+3	8,932428E-1	1,808750E-1	-2,721055E-1	1,198972E+0	-7,304775E-1
3,584375E+3	8,931055E-1	1,803141E-1	-2,727293E-1	1,196765E+0	-7,309169E-1
3,585937E+3	8,937312E-1	1,796863E-1	-2,719956E-1	1,196594E+0	-7,283359E-1
3,587500E+3	8,939824E-1	1,792778E-1	-2,718033E-1	1,196024E+0	-7,272700E-1
3,589062E+3	8,936254E-1	1,788210E-1	-2,727593E-1	1,193517E+0	-7,285894E-1
3,590625E+3	8,933350E-1	1,785131E-1	-2,734924E-1	1,191687E+0	-7,296645E-1
3,592187E+3	8,935276E-1	1,776654E-1	-2,736922E-1	1,189559E+0	-7,287365E-1
3,593750E+3	8,936944E-1	1,769381E-1	-2,738585E-1	1,187745E+0	-7,279315E-1
3,595312E+3	8,939571E-1	1,763877E-1	-2,737341E-1	1,186772E+0	-7,267910E-1
3,596875E+3	8,939804E-1	1,752074E-1	-2,744485E-1	1,183132E+0	-7,264339E-1
3,598437E+3	8,941248E-1	1,745288E-1	-2,746177E-1	1,181427E+0	-7,257169E-1
3,600000E+3	8,941128E-1	1,741884E-1	-2,748556E-1	1,180331E+0	-7,256813E-1
3,601562E+3	8,943779E-1	1,735866E-1	-2,747541E-1	1,179220E+0	-7,245156E-1
3,603125E+3	8,942603E-1	1,729947E-1	-2,753407E-1	1,177045E+0	-7,248190E-1
3,604687E+3	8,945462E-1	1,724270E-1	-2,751776E-1	1,176106E+0	-7,235805E-1
3,606250E+3	8,945693E-1	1,717342E-1	-2,755687E-1	1,174033E+0	-7,233131E-1
3,607812E+3	8,940668E-1	1,710646E-1	-2,768937E-1	1,170545E+0	-7,250386E-1
3,609375E+3	8,943399E-1	1,699273E-1	-2,771006E-1	1,167842E+0	-7,236842E-1
3,610937E+3	8,943865E-1	1,688617E-1	-2,776676E-1	1,164732E+0	-7,231960E-1
3,612500E+3	8,943877E-1	1,686542E-1	-2,777914E-1	1,164107E+0	-7,231289E-1
3,614062E+3	8,945764E-1	1,681596E-1	-2,777516E-1	1,163140E+0	-7,222727E-1
3,615625E+3	8,942531E-1	1,675498E-1	-2,787005E-1	1,160392E+0	-7,232892E-1
3,617187E+3	8,946910E-1	1,667106E-1	-2,784180E-1	1,159095E+0	-7,213950E-1
3,618750E+3	8,948273E-1	1,658659E-1	-2,786775E-1	1,156944E+0	-7,206175E-1
3,620312E+3	8,946632E-1	1,651680E-1	-2,793856E-1	1,154403E+0	-7,209943E-1
3,621875E+3	8,946060E-1	1,649861E-1	-2,795954E-1	1,153702E+0	-7,211439E-1
3,623437E+3	8,945217E-1	1,644987E-1	-2,800331E-1	1,152020E+0	-7,212876E-1
3,625000E+3	8,951438E-1	1,634795E-1	-2,795187E-1	1,150722E+0	-7,186520E-1
3,626562E+3	8,952530E-1	1,628742E-1	-2,796766E-1	1,149236E+0	-7,180414E-1
3,628125E+3	8,948071E-1	1,626375E-1	-2,806100E-1	1,147309E+0	-7,195884E-1
3,629687E+3	8,945171E-1	1,620464E-1	-2,814673E-1	1,144777E+0	-7,204271E-1
3,631250E+3	8,944920E-1	1,609056E-1	-2,821656E-1	1,141375E+0	-7,200886E-1
3,632812E+3	8,947772E-1	1,604331E-1	-2,819291E-1	1,140779E+0	-7,188798E-1
3,634375E+3	8,948418E-1	1,599987E-1	-2,820613E-1	1,139693E+0	-7,184803E-1
3,635937E+3	8,953341E-1	1,587492E-1	-2,818947E-1	1,137412E+0	-7,162254E-1
3,637500E+3	8,953310E-1	1,576515E-1	-2,825155E-1	1,134241E+0	-7,158035E-1
3,639062E+3	8,955273E-1	1,568480E-1	-2,826153E-1	1,132465E+0	-7,147790E-1
3,640625E+3	8,954217E-1	1,576199E-1	-2,823726E-1	1,134395E+0	-7,154664E-1
3,642187E+3	8,954252E-1	1,566336E-1	-2,829146E-1	1,131577E+0	-7,150561E-1
3,643750E+3	8,957006E-1	1,556084E-1	-2,829936E-1	1,129391E+0	-7,136549E-1
3,645312E+3	8,957306E-1	1,547155E-1	-2,834299E-1	1,126934E+0	-7,131762E-1
3,646875E+3	8,954411E-1	1,541369E-1	-2,842547E-1	1,124523E+0	-7,139520E-1
3,648437E+3	8,955716E-1	1,532331E-1	-2,845136E-1	1,122323E+0	-7,131005E-1
3,650000E+3	8,960302E-1	1,528375E-1	-2,839198E-1	1,122430E+0	-7,113157E-1
3,651562E+3	8,959918E-1	1,522963E-1	-2,842780E-1	1,120809E+0	-7,112147E-1
3,653125E+3	8,963426E-1	1,513258E-1	-2,841794E-1	1,119021E+0	-7,095563E-1
3,654687E+3	8,963775E-1	1,500622E-1	-2,847873E-1	1,115594E+0	-7,088686E-1
3,656250E+3	8,956348E-1	1,502061E-1	-2,860129E-1	1,114039E+0	-7,115164E-1
3,657812E+3	8,958393E-1	1,489362E-1	-2,863193E-1	1,111066E+0	-7,102157E-1
3,659375E+3	8,959108E-1	1,487316E-1	-2,863008E-1	1,110689E+0	-7,098724E-1
3,660937E+3	8,964517E-1	1,482946E-1	-2,855820E-1	1,110901E+0	-7,077978E-1
3,662500E+3	8,962651E-1	1,472453E-1	-2,864502E-1	1,107533E+0	-7,079450E-1
3,664062E+3	8,963072E-1	1,464011E-1	-2,868091E-1	1,105337E+0	-7,073929E-1
3,665625E+3	8,965539E-1	1,458457E-1	-2,866620E-1	1,104464E+0	-7,062774E-1
3,667187E+3	8,963614E-1	1,457863E-1	-2,870278E-1	1,103804E+0	-7,069076E-1
3,668750E+3	8,956676E-1	1,447810E-1	-2,887401E-1	1,099288E+0	-7,087644E-1
3,670312E+3	8,962392E-1	1,440583E-1	-2,881110E-1	1,098812E+0	-7,064627E-1
3,671875E+3	8,968984E-1	1,426806E-1	-2,876523E-1	1,096801E+0	-7,035296E-1
3,673437E+3	8,965462E-1	1,426720E-1	-2,882681E-1	1,095875E+0	-7,047175E-1
3,675000E+3	8,963628E-1	1,416511E-1	-2,890885E-1	1,092679E+0	-7,048060E-1
3,676562E+3	8,965875E-1	1,404996E-1	-2,892617E-1	1,090191E+0	-7,034461E-1
3,678125E+3	8,967870E-1	1,404502E-1	-2,889407E-1	1,090567E+0	-7,027515E-1
3,679687E+3	8,970411E-1	1,395477E-1	-2,889383E-1	1,088822E+0	-7,014227E-1
3,681250E+3	8,972292E-1	1,386310E-1	-2,890540E-1	1,086880E+0	-7,003051E-1
